name;search_name;address;zipcode;city;country_code;type
Gathenhielmska huset;;Stigbergstorget 7;41463;Göteborg;SE;4
Göteborgs universitet;;Universitetsplatsen 1;40530;Göteborg;SE;4
Haket;;Masthuggstorget 5;41327;Göteborg;SE;10
Hängmattan;;Karl Johansgatan 16;41459;Göteborg;SE;10
Klangverket;;Varholmsgatan 6;41474;Göteborg;SE;4
Lindholmspiren;;Lindholmspiren;41756;Göteborg;SE;5
Lyckholms Restaurang;;Nellickevägen 22;41263;Göteborg;SE;10
M/S Götapetter;MS Götapetter;Gullbergs Strandgata 15;41104;Göteborg;SE;9
Mosaik konstcafé;Mosaik konstcafe;Brämaregatan 13;41703;Göteborg;SE;10
Oceanen;;Stigbergstorget 8;41463;Göteborg;SE;4
Pråmenaden ;;Fisktorget 4;41120;Göteborg;SE;10
Redbergsteatern;;Örngatan 6;41667;Göteborg;SE;8
Rockbaren;;Kristinelundsgatan 14;41136;Göteborg;SE;3
Rollin Bistros Backyard;;Väverigatan 5;41511;Göteborg;SE;10
Scandic Crown;;Polhemsplatsen 3;41111;Göteborg;SE;4
Skeppet GBG;;Amerikagatan 2;41463;Göteborg;SE;10
TaKeT Rooftop Bar;;Skeppsbroplatsen 1;41121;Göteborg;SE;10
Teater Buratino;;Torpagatan 2;41674;Göteborg;SE;8
Utopia Jazz;;Karl Johansgatan 6;41459;Göteborg;SE;10
Vega Bryggeri;;Manufakturgatan 2;41707;Göteborg;SE;10
Visage dinnerclub ;;Kristinelundsgatan 16;41875;Göteborg;SE;10
Bergby Gård & Logi;Bergby Gård och Logi;Bergby 1;76394;Hallstavik;SE;4
Kafé Heagård;Kafe Heagård;HEAGÅRDS EGENDOM 303A;30591;Halmstad;SE;10
Fredrika Bremergymnasiet;;Dalarövägen 64;13646;Handen;SE;4
Gula Villan;;Folkparken 17;13640;Handen;SE;4
Sankta Anna kyrka;;Johan Banérs gata 65;25454;Helsingborg;SE;7
House of Possibilitas;;Granåsgatan 2;42244;Hisings Backa;SE;4
Bunker bar;;Ekevägen;34293;Hjortsberga;SE;3
Bertas Pizzeria;;Stora Vägen 63;77467;Horndal;SE;10
Teaterträdgården;;Smedbygatan 1-10;56141;Huskvarna;SE;5
Upperuds Sluss;;Upperudsvägen;46472;Håverud;SE;5
Gröndals kyrka;;Gröndalsvägen 61;11768;Hägersten;SE;7
Konstenskap Yard;;Hägerstensvägen 301;12941;Hägersten;SE;4
Mälarhöjdens kyrka;;Sporrgränd 1;12942;Hägersten;SE;7
Uppenbarelsekyrkan;;Bäckvägen 34;12647;Hägersten;SE;7
VERKETS MATSAL;;Västberga Allé 60;12630;Hägersten;SE;10
WIP:sthlm;WIP sthlm;Västbergavägen 26;12630;Hägersten;SE;4
Folkets Hus ;;Backlyckevägen 2A;53374;Hällekis;SE;4
Backagårdens Kurs & Konferenscenter;Backagården;STENSKOGEN 735;24391;Höör;SE;4
Munkarpsgården;;Munkarp 102;24391;Höör;SE;4
Afrika Sthlm;;Hallvägen 43;12162;Johanneshov;SE;10
Arenagången 29;;Arenagången 29;12177;Johanneshov;SE;4
Arenavägen 75;;Arenavägen 75;12177;Johanneshov;SE;4
Colosseum Nightclub;;Arenavägen 75;12177;Johanneshov;SE;3
Guldfabriken studios;;Lindetorpsvägen 21;12163;Johanneshov;SE;4
Kvarteret;;Styckmästargatan 10;12162;Johanneshov;SE;5
O'Learys Tolv Tele2 Arena;O Learys Tolv Tele2 Arena;Arenavägen 69;12177;Johanneshov;SE;10
Hovrättstorget;;Hovrättstorget;55321;Jönköping;SE;5
TullHuset;;Hamnpiren;55315;Jönköping;SE;10
Bakgården;;Kasernhöjden 6B;65339;Karlstad;SE;5
Claesson's andra;Claessons andra;Sommargatan;65637;Karlstad;SE;10
Gränden Käk & Bärs;Gränden Käk och Bärs;Tynäsgatan 12;65224;Karlstad;SE;10
Bruksholmen i Forssjö;;Bruksvägen 17;64193;Katrineholm;SE;10
Pinchos Katrineholm;;Hantverkaregatan 2;64130;Katrineholm;SE;10
Wanås Konst;;Vanås;28990;Knislinge;SE;4
Evenemangsområdet Norra Åsum;;Magnus Stenbocks väg 29;29191;Kristianstad;SE;5
Österslövs bygdegård;;Kälkestadsvägen 17;29194;Kristianstad;SE;4
Hardemo Bygdegård;;Nälberg 216;69293;Kumla;SE;4
Vadbinderiet;;Lindeviksvägen 10;47551;Källö-knippla;SE;10
Kärna bygdegård;;442 70 Kärna;44270;Kärna;SE;4
Klintagården;;Klinta Bodars väg 8;38750;Köpingsvik;SE;5
Bergs Bygdegård;;Bergs Bygdegård;36394;Lammhult;SE;4
Smörtaxen;;Slottet 14;26131;Landskrona;SE;10
Ladugård Live;;Larv Sörgården 5;53462;Larv;SE;4
Stenhammarkyrkan;;Brynåsavägen 7;53156;Lidköping;SE;7
Teaterns Hus;;Snickaregatan 2;58226;Linköping;SE;8
Sjöviksgården;;Storvägen 28;62365;Ljugarn;SE;4
Lomma Folkets Hus;;Strandvägen 120;23432;Lomma;SE;4
LommaFlotten;;Kajgatan 1;23440;Lomma;SE;9
Kulturen i Lund;;Tegnérsplatsen 6;22350;Lund;SE;4
Råbylunds Gård;;Prästavägen 12;22478;Lund;SE;10
Scandic Star Lund;;Glimmervägen 5;22478;Lund;SE;4
Tegnérs Matsalar;;Sandgatan 2;22350;Lund;SE;10
Lödöse bibliotek;;Museivägen 1;46371;Lödöse;SE;4
Bio Panora;;Friisgatan 19D;21421;Malmö;SE;4
Brogatan;;Brogatan 12;21144;Malmö;SE;10
Grand Malmö;;Monbijougatan 17;21153;Malmö;SE;10
Lilla Kafferosteriet;;Baltzarsgatan 24;21136;Malmö;SE;10
Malmö Flotten;;Malmöhusvägen 8;21118;Malmö;SE;9
Matverkstaden på Lokstallarna;;Södra Bulltoftavägen 51;21222;Malmö;SE;10
Rex;;Nobelvägen 107;21433;Malmö;SE;10
Scandic Triangeln;;Triangeln 2;21143;Malmö;SE;4
X Club Malmö;;Amiralsgatan 20;21155;Malmö;SE;3
Strandverket Marstrand;;Hamngatan;44267;Marstrand;SE;4
Chill Out Strandbar & Restaurang;Chillout Strandbar och Restaurang;Kustvägen 40;31260;Mellbystrand;SE;10
Östanås, Molkom;;ÖSTANÅS 615;65598;Molkom;SE;4
Crêpe et Ciel;Crepe et Ciel;Säteriallén 13;43532;Mölnlycke;SE;10
Råda Säteri;;Säteriallén 1;43532;Mölnlycke;SE;5
Storängssalen;;Värmdövägen 176;13141;Nacka;SE;4
Evigheten;;Vulkangatan 3;60223;Norrköping;SE;4
Lilla Teatern ;;Norra Promenaden 108;60218;Norrköping;SE;8
Folkets Hus Norrtälje;;Galles gränd 5;76130;Norrtälje;SE;4
Hallunda Folkets Hus;;Borgvägen 1;14569;Norsborg;SE;4
Nykvarns Folkets Park;;Gammeltorpsvägen 7;15530;Nykvarn;SE;4
Kärrboda gård;;611 95 Nyköping;61195;Nyköping;SE;5
Escape Nightclub ;;Nynäsvägen 22;14940;Nynäshamn;SE;3
Knö Kultur;;VÄNGE SUDERBYS 619;62236;Romakloster;SE;4
Grünewaldvillan;Grunewaldvillan;Saltsjöpromenaden 8;13335;Saltsjöbaden;SE;4
Boo Folkets Hus;;Utövägen 6;13230;Saltsjö-boo;SE;4
Kanonholmen Seafood;;VADTORP 451;82072;Sandarne;SE;10
Stenö Havsbad & Camping;Stenö Havsbad och Camping;Stenövägen 130;82673;Sandarne;SE;5
Sägnernas hus;;Svenstorp Sörgården;56594;Sandhem;SE;4
Högbo Bruk;;Hans Hiertas väg 20;81192;Sandviken;SE;5
Emmabåten;;Stenbryggan Sandviken ;81161;Sandviken;SE;9
Sunnanäng Kulturgård;;Prästbricksvägen 103;81191;Sandviken;SE;4
Sandsjöns Festplats;;Sandsjön Kringelkärr 63B;51291;Sexdrega;SE;5
Gladsax Kyrka;;272 94 Simrishamn V;27294;Simrishamn;SE;7
Rikstolvan;;Rikstolvan 34;27292;Simrishamn;SE;4
Stjärnbryggeriet;;Raskarumsvägen 73;27295;Simrishamn;SE;4
Skara Stadshotell;;Järnvägsgatan 5;53230;Skara;SE;4
Skråmträsk Saloon;;Västra SKRÅMTRÄSK 122;93196;Skellefteå;SE;4
JUNKYARD;;Upplagsvägen 22;14291;Skogås;SE;5
Skurups Folkets Hus;;Per Henriksgatan 2;27432;Skurup;SE;4
Värmeverket;;Bredängsvägen 203;12734;Skärholmen;SE;4
Bet:L Pingst;Betl Pingst;Lögegatan 1;54130;Skövde;SE;7
Husaren;;Sankt Helenagatan 10;54130;Skövde;SE;10
Hållö Kapell;;HÅLLÖ 8;45651;Smögen;SE;7
Boulebar Haga;;Annerovägen 4;16970;Solna;SE;5
Solnahallen;;Ankdammsgatan 46;17167;Solna;SE;4
Sorunda Bygdegård;;Kyrkgatan 8;14870;Sorunda;SE;4
Sorunda Församlingshem;;Kyrkgatan 16;14870;Sorunda;SE;4
Sparreholms slott;;Sparreholms slott 1;64091;Sparreholm;SE;5
Bistro Beo;;Västra KÖPMANSGATAN 31;44430;Stenungsund;SE;10
alias TEATERN;;Hälsingegatan 3;11323;Stockholm;SE;8
Big Ben Standup;Bigben Standup;Folkungagatan 97;11630;Stockholm;SE;10
Bio Rio;;Hornstulls strand 3;11739;Stockholm;SE;4
Bonden Bar;;Bondegatan 1;11623;Stockholm;SE;10
Bonniers Konsthall;;Torsgatan 19;11321;Stockholm;SE;4
Dramatenterrassen;;Nybroplan 2;11147;Stockholm;SE;5
Ersta terrass;;Erstagatan 1N;11628;Stockholm;SE;5
Gröndals Båtklubb;;Lusuddsvägen 10;11766;Stockholm;SE;5
Hallwylska museet;;Hamngatan 4;11147;Stockholm;SE;4
Hemma hos Kaj;;Hammarby kaj 18;12030;Stockholm;SE;10
Kasai Stockholm;;Linnégatan 18;11447;Stockholm;SE;10
Kolingen;;Kornhamnstorg 59;11127;Stockholm;SE;3
Kristinehovs Malmgård;;Kristinehovsgatan 2;11729;Stockholm;SE;4
Kungasalen;;Valhallavägen 105;11551;Stockholm;SE;2
Kungsholms kyrka;;Kaplansbacken 1;11224;Stockholm;SE;7
LYKKE NYTORGET;;Nytorgsgatan 38;11640;Stockholm;SE;10
M/S Ambiance;MS Ambiance;Skeppsbrokajen 104;11129;Stockholm;SE;9
M/S Vindhem;MS Vindhem;Skeppsbron 101;11130;Stockholm;SE;9
Pitcher's;Pitchers;Mariatorget  1A;11848;Stockholm;SE;10
Marie Laveau;;Hornsgatan 66b;11821;Stockholm;SE;3
Mas que tapas;;Klarabergsviadukten 86;10130;Stockholm;SE;10
Mister French;;Tullhus 2;11130;Stockholm;SE;10
Naboterrassen;;Regeringsgatan 47;11156;Stockholm;SE;5
Nomad Swedish food & bar;Nomad Swedish food och bar;Upplandsgatan 2;11123;Stockholm;SE;10
Outdoor By a lake;;Outdoor by a lake;12345;Stockholm;SE;5
Presens Impro;;Hagagatan 48;11347;Stockholm;SE;8
Pygméteatern;Pygmeteatern;Vegagatan 17;11329;Stockholm;SE;8
Restaurang Cirkeln;;Sveavägen 41;11183;Stockholm;SE;10
Akkurat;;Hornsgatan 18;11820;Stockholm;SE;10
ABF-Huset;ABF Huset;Sveavägen 41;11134;Stockholm;SE;4
Scandic Malmen;;Götgatan 49-51;11621;Stockholm;SE;4
Sidenkällaren;;Repslagargatan 15D;11846;Stockholm;SE;10
Skaiv;;Folkungagatan 90;11622;Stockholm;SE;4
Stockholms Improvisationsteater;;Sigtunagatan 12;11322;Stockholm;SE;8
The Bach Boat;;Skeppsbrokajen 104;11130;Stockholm;SE;9
The Node;;Under the fountain, Sergels Torg;11157;Stockholm;SE;4
Viktor Rydberg gymnasium;;Frejgatan 30;11349;Stockholm;SE;4
Vintervikens Trädgård;;Vinterviksvägen 30;11765;Stockholm;SE;5
Konstakademien;;Fredsgatan 12;11521;Stockholm ;SE;4
Löfnäs Loge;;LÖVNÄS GÅRD 1;79015;Sundborn;SE;4
Pipeline Sundsvalls Musikforum;;Kyrkogatan 6;85231;Sundsvall;SE;4
Redslareds Bygdegård;;Reaskäl;51292;Svenljunga;SE;4
Huggenäs Bygdegård;;661 92 Säffle;66192;Säffle;SE;4
Restaurang Galna Tuppen;;Sundsgatan 30;66142;Säffle;SE;10
Världsarvsgården Erik-Anders;;Asta 728;82661;Söderala;SE;5
Christos Bistro;;Oxtorgsgatan 16;82632;Söderhamn;SE;10
Mo Bygdegård;;Florhed 859;82193;Söderhamn;SE;4
Stadshotellet;;Oxtorgsgatan 17;82632;Söderhamn;SE;4
Söderhamns stadsbibliotek;;Köpmangatan 11;82630;Söderhamn;SE;4
Brunnsparken;;Skepparevägen 10;61430;Söderköping;SE;7
Kanalmagasinet i Mem;;Kanalmagasinet i Mem ;61492;Söderköping;SE;4
Spraglehall Naturreservat;;Spraglehallsvägen 15;29475;Sölvesborg;SE;5
Eric Sahlström Institutet ;;Bruksgatan 3;74850;Tobo;SE;4
Sjölyckan;;Spinnerivägen 6;44850;Tollered;SE;10
Backstage Rockbar;;Kungsgatan 24;46130;Trollhättan;SE;10
Tullinge kyrka;;Ulvsbergsvägen 1;14654;Tullinge;SE;7
Tyresö kyrka;;Kyrkvägen 1;13560;Tyresö;SE;7
Hembygdsgården;;Museivägen;74045;Tärnsjö;SE;4
Folkets Hus;;Göteborgsvägen 11B;45142;Uddevalla;SE;4
Elite Hotel Mimer;;Kungsgatan 75;90326;Umeå;SE;4
Norrlands nation;;Västra Ågatan 14;75309;Uppsala;SE;4
Bogesunds slott;;Per Brahes väg;18593;Vaxholm;SE;4
Stättareds 4H-gård & vandrarhem;Stättareds 4H-gård och vandrarhem;Stättaredsvägen 438;43266;Veddige;SE;5
Knuteslogen;;Täppvägen 1;79570;Vikarbyn;SE;4
Nydala Klosterkyrka;;Nydala;57697;Vrigstad;SE;7
Samiskt Danscenter - Jillat;;Murjeksvägen 31;96270;Vuollerim;SE;4
Björkkulla gård;;Björkkulla gårdsväg 10;76491;Väddö;SE;4
Hesselby Slott;Hässelby slott;Maltesholmsvägen 1;16555;Vällingby;SE;4
Vänersborgs museum;;Östra plantaget;46233;Vänersborg;SE;4
Båtsmansstugorna Västervik;;Västervik;59330;Västervik;SE;5
Hotel Plaza;;Kopparbergsvägen 10;72213;Västerås;SE;4
Mälarkrogen;;Lögarängsvägen 5;72132;Västerås;SE;10
Östra kyrkogården;;Utanbygatan 5I;72214;Västerås;SE;5
Kalvefalls;;Kalvefalls Gård;57060;Ydre;SE;10
Sugarbox Ystad (Ystads sockersilo);;Spanienfararegatan 5;27139;Ystad;SE;4
Runö Möten & Events;Runö Möten och Events;Näsvägen 100;18444;Åkersberga;SE;4
Bunges Kapell;;Åmotsvägen 15;81695;Åmotsbruk;SE;7
Cirkus Jönsson ;;Sköntorpsvägen 7;12038;Årsta;SE;4
Upperud 9:9;;Upperud 9;46440;Åsensbruk;SE;5
Rökeriet;;Nordre Parten 62;47144;Åstol;SE;10
Älta Kulturknut;;138 30 Älta;13830;Älta;SE;4
Teater Albatross;;311 51 Ätran;31151;Ätran;SE;8
Jordhammars Herrgård;;Jordhammars Herrgård;44495;Ödsmål;SE;4
Schreibers Garage;;Kåvivägen 15;70375;Örebro;SE;4
Elite Plaza Hotel;;Hotellgatan 9;89139;Örnsköldsvik;SE;4
Jazzköket;;Prästgatan 44G;83133;Östersund;SE;10
Studio Kapellet;;Staffansbo 105;74048;Östervåla;SE;4
Kulturhuset Storbrunn;;Klockstapelsgatan 2;74232;Östhammar;SE;4
Sju Sjöar;;Brännared Holmen 3;51997;Öxnevalla;SE;5
