name;search_name;address;zipcode;city;country_code;type
Mittlandsgården;;Törnbottenvägen 68;38690;Färjestaden;SE;5
Capellagården;;Vickleby Bygata 25;38693;Färjestaden;SE;5
Saxnäs Camping;;Södra Saxnäsvägen 16;38695;Färjestaden;SE;4
Mormors Bistro;;Stora Rörsvägen 74;38695;Färjestaden;SE;10
Riff Borgholm;;Sandgatan 25;38731;Borgholm;SE;3
Stadsmuseets Friluftsteater;;Tullgatan 26;38732;Borgholm;SE;5
Borgholms Stadsmuseum;;Köpmangatan 23;38732;Borgholm;SE;4
Fotbollsplan vid Ramsättravägen;;Ramsättravägen;38750;Köpingsvik;SE;4
Södviks Gästgivaregård;;Gamla vägen 35;38770;Löttorp;SE;5
Löttorps Bygdegård;;Byrumsvägen 9;38772;Löttorp;SE;4
Bödabaden;;Landsvägen Norrböda 5;38773;Löttorp;SE;4
Festplatsen i Byxelkrok;;Enerumsvägen 300;38775;Byxelkrok;SE;5
Torp-infarten;;Byxelkroksvägen 96;38775;Byxelkrok;SE;4
Övre campingen;;Viktoriastigen 6;38791;Djupvik;SE;4
Ekerum Resort;;Gårdsvägen 22;38792;Borgholm;SE;4
Kackelstugan;;Västra Sörbys Bygata 16;38792;Borgholm;SE;10
Borgholms Slottsruin;;Sollidenvägen 5;38794;Borgholm;SE;5
Lundegårds Camping;;Lundegård 1;38796;Köpingsvik;SE;4
Hagbyhamn 110;;Hagbyhamn 110;38894;Vassmolösa;SE;5
Ekenäs Hamn;;Ekenäsgatan 64;38896;Hagby;SE;5
Byteatern Kalmar Länsteater;;Barlastgatan 8;39231;Kalmar;SE;8
Kvarnholmen, Kalmar;;Stortorget;39231;Kalmar;SE;5
First Hotel Witt;;Södra Långgatan 42;39231;Kalmar;SE;10
Kalmar Teater;;Larmtorget 1;39232;Kalmar;SE;8
Teatervallen;;Olof Palmes gata 1;39232;Kalmar;SE;10
Kalmar Slott;;Kungsgatan 1;39233;Kalmar;SE;4
Söderport;;Slottsvägen 1;39233;Kalmar;SE;10
Fredriksskans IP;;Fredrikskansgatan 6;39235;Kalmar;SE;5
Gröndalshallen;;Gröndalsvägen 41;39236;Kalmar;SE;4
Skälby Loge;;Skälbyallén 7;39238;Kalmar;SE;4
Krusenstiernska Teatern;;Stora Dammgatan 11;39246;Kalmar;SE;5
Kalmarsundsparken;;Kalmarsundsparken;39247;Kalmar;SE;5
Skälby Gård;;Skälbyallén 5;39252;Kalmar;SE;5
A World of Dinosaurs;;Tingby gård;39591;Kalmar;SE;4
Liseberg;;Örgrytevägen 5;40222;Göteborg;SE;5
Lisebergsteatern;;Örgrytevägen 5;40222;Göteborg;SE;8
Rondo;;Örgrytevägen 5;40222;Göteborg;SE;4
Hotel Êggers;Hotel Eggers;Drottningtorget 2-4;41103;Göteborg;SE;10
Trädgårdsföreningen;;Södra vägen;41106;Göteborg;SE;5
Club Galej;;Östra Hamngatan 50B;41109;Göteborg;SE;3
Kajskjul 8;;Packhusplatsen 11;41113;Göteborg;SE;4
Nefertiti Jazz på Valand;;Vasagatan 41;41136;Göteborg;SE;10
Park Lane;;Kungsportsavenyn 38;41136;Göteborg;SE;3
Elite Park Avenue;;Kungsportsavenyen 36;41136;Göteborg;SE;4
Scandinavium;;Valhallagatan 1;41251;Göteborg;SE;6
Världskulturmuseet;;Södravägen 54;41254;Göteborg;SE;4
Restaurang Wijkanders;;Vera Sandbergs allé 5B;41258;Göteborg;SE;10
World of Volvo;;Lyckholms Torg 1;41263;Göteborg;SE;4
Chalmers;;Chalmersplatsen 4;41296;Göteborg;SE;4
Hagateatern;;Södra Allégatan 2;41301;Göteborg;SE;8
Contrast Public House;;Tredje Långgatan 16;41303;Göteborg;SE;10
Auktionsverket Kulturarena;;Tredje Långgatan 9;41303;Göteborg;SE;4
Villa Belparc;;A O Elliots Väg 10;41311;Göteborg;SE;5
Slottsskogsvallens Entrépark;Slottsskogsvallens Entrepark;Margretebergsgatan;41319;Göteborg;SE;5
The Abyss;;Andra Långgatan 35;41327;Göteborg;SE;3
Kvartersscenen 2Lång;Kvartersscenen Andra Lång;Andra Långgatan 30;41327;Göteborg;SE;4
Porter-Pelle;;Adolf Edelsvärds gata 11;41451;Göteborg;SE;10
Röda Sten;;Röda Sten 1;41451;Göteborg;SE;5
Frölundaborg;;Mikael Ljungbergsväg 11;41476;Göteborg;SE;6
Slottsskogen;;Slottsskogspromenaden;41476;Göteborg;SE;5
Gamlestadens medborgarhus;;Brahegatan 11;41501;Göteborg;SE;4
Skatås;;Skatåsvägen 25;41655;Göteborg;SE;5
Studiefrämjandet Göteborg Sjuhärad;;Falkgatan 7;41667;Göteborg;SE;4
Sankt Jörgen Park;;Knipplekullen 8-10;41705;Göteborg;SE;5
Två Feta Grisar Bryggeri;;Ringögatan 10;41707;Göteborg;SE;10
Monument 031;;Stålverksgatan 6;41707;Göteborg;SE;3
Bananpiren;;Södra Frihamnspiren 1;41755;Göteborg;SE;5
Kooperativet Lindholmen;;Anders Carlssons gata 2;41755;Göteborg;SE;4
QH 11 & Eriksberghallen;QH 11 och Eriksberghallen;Maskingatan 11;41764;Göteborg;SE;4
Smyrna Frihamnskyrkan;;Frihamnen 14;41770;Göteborg;SE;7
Sjöbacka grusplan;;Önnereds bryggväg 89;42157;Fiskebäck;SE;4
Emmas MusikTrädgård;;Äsperedsgatan 37;42457;Gunnilse;SE;5
Café Systrarna Werner;Cafe Systrarna Werner;Billdals Allé 40;42736;Billdal;SE;10
Kulturhuset Möllan;;Göteborgsvägen 19;43130;Mölndal;SE;4
Åbybergsparken;;Frölundagatan 27A;43130;Mölndal;SE;5
Roy Restaurant Café & Bar;Roy Restaurant Cafe och Bar;Nämndemansgatan 1;43133;Mölndal;SE;10
Teaterhuset;;Delbancogatan 10;43135;Mölndal;SE;5
Åby Arena;;Åby Arenaväg 12;43162;Mölndal;SE;6
Teater Halland;;Svärdfiskgatan 8;43240;Varberg;SE;8
Varbergs Teater;;Engelbrektsgatan 5;43241;Varberg;SE;8
Kulturhuset Komedianten;;Engelbrektsgatan 7;43242;Varberg;SE;4
Societetsparken;;Strandgatan 4A;43244;Varberg;SE;5
Sparbankshallen Varberg;;Danska vägen;43250;Varberg;SE;6
Västkustsvallens Idrottsplats;;Kustroddarevägen 19;43264;Bua;SE;4
Fridas Varberg;;Cafévägen 12;43295;Varberg;SE;10
Partille arena;;Arenatorget 2;43333;Partille;SE;6
Esters Restaurang;;Norra Torggatan 4;43430;Kungsbacka;SE;10
Elof Lindälvs Aula;;Lindälvs gata 3;43432;KUNGSBACKA;SE;4
Snäckan, Kulturhuset Fyren;;Borgmästaregatan 6;43432;Kungsbacka;SE;2
Kungsbacka Teater;;Gymnasiegatan 44;43450;Kungsbacka;SE;8
Råda Rum;;Kyrkvägen 45;43530;Mölnlycke;SE;4
Mölnlycke kulturhus;;Biblioteksgatan 2;43530;Mölnlycke;SE;4
Rådarum;;Kyrkvägen 45;43530;Mölnlycke;SE;4
Onsala Båtmuseum;;Hagards Väg 1;43931;Onsala;SE;4
Landa Bygdegård;;Ölmevallavägen 521;43963;Kungsbacka;SE;4
Tjolöholms Slott;;Tjolöholms Slott;43974;Fjärås;SE;4
Apelröd vid Apelrödsvägen;;Norra Norrelundsvägen 9;43991;Onsala;SE;4
Hamnkrogen i Gottskär;;Gottskärsvägen 183;43994;Onsala;SE;10
Mimers kulturhus;;Trollhättevägen 4;44234;Kungälv;SE;4
Mimershallen;;Triogatan 1;44249;Kungälv;SE;4
Societetshuset;;Långgatan 1;44267;Marstrand;SE;4
Carlstens Fästning;;Carlstens Fästning;44267;Marstrand;SE;10
Tofta Herrgård;;Tofta 200;44275;Lycke;SE;8
Stenungsunds festivalen 2025;;VÄSTANVINDSGATAN 8;44430;Stenungsund;SE;5
Kulturhuset Fregatten;;Fregatten 1;44430;Stenungsund;SE;4
grusplan vid Stenungsund Arena;;Nösnäsvägen 2;44447;Stenungsund;SE;4
Stenungsbaden;;Södra Stenungsön;44448;Stenungsund;SE;4
Jordhammars Herrgård;;Jordhammar 101;44495;Ödsmål;SE;4
Nääs Friluftsteater;;Nääs Slottspark, Nääs Allé 6;44892;Floda;SE;5
Ale kulturrum;;Vitklövergatan 1;44931;Nödinge;SE;4
Furulundsparken;;Furulundsvägen 16;44951;Alafors;SE;5
Kungstorget;;Kungsgatan;45130;Uddevalla;SE;5
Sinclair;;Östergatan 18;45131;Uddevalla;SE;4
Agnebergshallen;;Färgaregatan 12;45132;Uddevalla;SE;6
Museiparken;;Kampenhofsgatan 2;45150;Uddevalla;SE;5
Regionteater Väst;;Strömstadsvägen 41;45150;Uddevalla;SE;8
Bohusläns Museum;;Museigatan 1;45150;Uddevalla;SE;4
Rimnersvallen;;Rimnersgatan 13;45152;Uddevalla;SE;5
Skagerack;;Badhusgatan 10;45230;Strömstad;SE;10
Fiskartorpet;;Karlsgatan 43;45231;Strömstad;SE;5
Strömstadgymnasiets aula;;Tångenvägen 2;45280;Strömstad;SE;4
Pinneviken;;Vikenvägen;45330;Lysekil;SE;5
Sea Lodge;;Nordmanshuvudet 1;45651;Smögen;SE;5
Kajplats Soten på Smögenbryggan;;Smögenbryggan;45651;Smögen;SE;5
Stallebrottet;;Stallebrottet;45655;Bohus-Malmön;SE;4
Folkets Hus & Park;Folkets Hus och Park;Parkgatan 1;45661;Hunnebostrand;SE;5
Kville kyrka;;Kville Prästgårdsvägen 4;45743;Fjällbacka;SE;7
Scen på Bönn;;Kornhagen 1;45747;Hamburgsund;SE;5
Arena Älvhögsborg;;Storgatan 1;46131;Trollhättan;SE;6
Parkhallen, Folkets Park;;Kungsportsvägen 1;46139;Trollhättan;SE;4
Dalaborgsparken;;Dalaborgsvägen 5;46260;Vänersborg;SE;5
Folkets Hus i Lilla Edet;;Göteborgsvägen 61;46331;Lilla Edet;SE;4
vid Strömskolan;;Brodalsvägen 3;46332;Lilla Edet;SE;4
Ljudaborg utomhusscen;;Museivägen;46371;Lödöse;SE;5
Kulturbruket på Dal;;Parkgatan 8;46430;Mellerud;SE;4
vid ICA;;Sturegatan 9;46530;Nossebro;SE;4
Grästorps Konserthus;;Österlånggatan 11;46730;Grästorp;SE;4
Gjutaregatan;;Gjutaregatan 11;46740;Grästorp;SE;4
Södra Hamnen Skärhamn;;Södra Hamnen;47122;Skärhamn;SE;5
Klädesholmen;;Klädesholmen;47151;Klädesholmen;SE;5
Tjörnbro Arena;;Almön 50;47161;Tjörn;SE;5
Sundsby Säteri;;Sundsbybyvägen 385;47172;Hjälteby;SE;5
Allmags Festplats;;Allmag 444;47292;Orust;SE;5
Stenshults Föreningsgård;;Stenshult 505;47391;Orust;SE;4
Hamnmagasinet Slussen Orust;;Slussen 415;47393;Henån;SE;4
Ellösparken;;Glimsåsvägen 11;47432;ELLÖS;SE;5
Flatö Kyrka;;Flatön;47491;Flatön;SE;7
Borås Kongress;;Akademiplatsen 2;50332;Borås;SE;4
Saga Mat & Dryck;Saga Mat och Dryck;Österlånggatan 59;50337;Borås;SE;10
Åhaga;;Lillåvägen 4;50433;Borås;SE;4
Gustav Adolfs Kyrka;;Gustav Adolfsgatan 8;50456;Borås;SE;7
Bruket i Wiared;;Gamla Ryssnäsvägen 1;50464;Borås;SE;5
Textile Fashion Center;;Skaraborgsvägen 3A;50630;Borås;SE;4
Ryavallen;;Erikslundsplatsen 1;50631;Borås;SE;5
Parkteatern;;Alidelundsgatan;50631;Borås;SE;8
Parkhallen i Borås;;Fristadsvägen;50640;Borås;SE;4
Sagateatern;;Österlånggatan 59;50710;Borås;SE;8
Skrädderiets Trädgård;;Kyrkogatan 5;51154;Kinna;SE;5
Kulturhuset i Skene;;Textilgatan 1;51161;Skene;SE;4
Torpa Stenhus;;Torpa Gård;51452;Länghem;SE;4
Lilljsön;;Tranemovägen 22;51454;Nittorp;SE;4
Falköpings Folkets Park;;Trinnöjegatan;52133;Falköping;SE;5
Dotorps grusplan;;Dotorpsgatan 70;52134;Falköping;SE;5
Teaterbaren;;Medborgarplatsen 1;52144;Falköping;SE;10
Kulturskolan;;Fredriksbergsvägen 34;52144;Falköping;SE;4
Falköping Stadsteater;;Medborgarplatsen 3;52144;Falköping;SE;8
Hellidsskolan;;von Essens väg 40;52235;Tidaholm;SE;4
Folkets Hus;;Nygatan 24;52330;Ulricehamn;SE;4
Hermans lada;;Vedåsla Östergården 114;52375;Dalum;SE;4
Kunskapskällans Aula;;Västra Parkgatan 4;52423;Herrljunga;SE;4
Altorpskolan;;Västra Parkgatan 6;52430;Herrljunga;SE;4
Eriksbergs Nya kyrka;;Eriksberg;52493;Herrljunga;SE;7
Röda Kvarnen;;Torggatan 8;53131;Lidköping;SE;4
Sankt Nicolai Kyrka;;Hamngatan 7A;53134;LIDKÖPING;SE;7
Aulan, De La Gardiegymnasiet;;Stenportsgatan 21;53150;Lidköping;SE;4
Kylanderskolan;;Kylanderskolan Stadsträdgården;53151;LIDKÖPING;SE;4
Industrigatan 3;;Industrigatan 3;53160;LIDKÖPING;SE;4
Läckö Slott;;Läckö Slott;53199;Lidköping;SE;5
Kollängens Tingshus;;Husaby 1;53395;Götene;SE;4
Olofmånsgårdens Skafferi;;Olof Månsgården 1 Kestad;53396;Götene;SE;5
Österängs bygdegård;;Österäng Årnäsvägen 2;53397;Götene;SE;4
Vägs Ände;;Larv Kåryd 1;53462;Larv;SE;4
Olstorps Festplats i Tidan;;Olstorp;54018;Tidan;SE;5
Nöjesarenan;;Egnells Väg 1;54141;Skövde;SE;4
Mariestads Teater;;Österlånggatan 8;54230;Mariestad;SE;8
Mariestad Pingstkyrka;;Madlyckevägen 1A;54232;Mariestad;SE;7
Karlsholme Folkets park;;Nygatan 32;54239;Mariestad;SE;5
Waterside Mariestad;;Oxvägen 5;54245;Mariestad;SE;4
Lilla Björkö;;Bredsäter Svaneberg 3;54295;Mariestad;SE;5
Tibro Forum;;Gymnasiegatan 29;54332;Tibro;SE;4
Kulturkvarteret;;Bangatan 1 B;54430;Hjo;SE;4
Ångaren Trafik;;Hamnen;54430;Hjo;SE;9
Hotell Bellevue;;Bangatan 2;54433;Hjo;SE;4
Moliden;;Flottiljvägen 1;54630;Karlsborg;SE;4
Gjuteriet;;Bruksvägen 2;54673;Forsvik/ Karlsborg;SE;4
Teater Bryggan;;Bruksvägen 2;54673;Forsvik/Karlsborg;SE;5
Hova Kyrka;;Kyrkogatan 2;54832;Hova;SE;7
Beatebergs kyrka;;Beatebergs kyrka;54993;Moholm;SE;7
Nivå - Science Park Towers;;Barnarpsgatan 52;55316;Jönköping;SE;10
Krog & Company;Krog och Company;Brunnsgatan 13-15;55317;Jönköping;SE;10
Pingstkyrkan Jönköping;;Lagermansgatan 1;55318;Jönköping;SE;7
Elite Stora Hotellet;;Hotellplan;55320;Jönköping;SE;4
Basilika Kitchen & Bar;Basilika Kitchen och Bar;Östra Storgatan 3;55321;Jönköping;SE;10
Kulturhuset Spira;;Kulturgatan 3;55324;Jönköping;SE;2
Elmia;;Elmiavägen 15;55454;Jönköping;SE;6
Huskvarna Teater;;Jönköpingsvägen 17;56131;Huskvarna;SE;8
Huskvarna Folkets Park;;Stationsgatan 24;56133;Huskvarna;SE;5
Herrgårds Gärde;;Tenhultsvägen 26;56142;Huskvarna;SE;4
Örserums Kyrka;;Örserum;56391;Gränna;SE;7
Näs Herrgård;;Bjurbäck Näs 1;56592;Mullsjö;SE;4
Slätten;;Artillerigatan 27;56830;Skillingaryd;SE;4
Ydre Kulturcentrum;;Mosshultsvägen 3;57060;Ydre;SE;4
Björnholmen Loge;;Björnholmen Äng;57194;Nässjö;SE;4
Ribbingsnäs Ladugård;;Ribbingsnäs Säteri 2;57197;Forserum;SE;4
Forum Oskarshamn;;Södra Långgatan 17;57255;Oskarshamn;SE;4
Stadsteatern;;Södra Långgatan 15;57255;Oskarshamn;SE;8
Stadsparken;;Stadsparken;57257;Oskarshamn;SE;5
Hamnrestaurangen i Tranås;;Hamnvägen 2;57334;Tranås;SE;10
Holavedsgymnasiets aula;;Gillesgatan 4;57335;Tranås;SE;4
Withalasalen Vetlanda;;Storgatan 2-6;57432;Vetlanda;SE;4
Vetlanda Missionskyrka;;Missionsgatan 6;57433;Vetlanda;SE;7
Vetlanda Folkets Park;;Norra Esplanaden 28;57434;Vetlanda;SE;5
Stenberga Hembygdsgård;;Stenberga 16;57497;Vetlanda;SE;5
Museigården;;Österlångatan 31;57531;EKSJÖ;SE;5
Stora torget;;Stora torget;57531;Eksjö;SE;5
Sjöängen;;Sjöängen;57531;Eksjö;SE;5
Olsbergs Arena;;Storegårdsgatan 3A;57531;Eksjö;SE;4
Eksjö Torg;;Norra Kyrkogatan 6B;57532;Eksjö;SE;5
Aschanska gården;;Norra Storgatan 18;57532;Eksjö;SE;4
Eksjö Centrum;;Norra Storgatan 28;57532;Eksjö;SE;5
Krusagården;;Norra Storgatan 29C;57532;Eksjö;SE;4
Eksjö camping & konferens;Eksjö camping och konferens;Prästängsvägen 5;57536;Eksjö;SE;4
Kulturhuset;;Mejensjögatan 2;57635;Sävsjö;SE;4
Femtinge Teaterloge;;Norregården 2;57691;Sävsjö;SE;4
Hotell Hulingen;;Oskarsgatan 41;57730;Hultsfred;SE;4
Stora teatern;;Platensgatan 12;58220;Linköping;SE;8
Forumteatern;;Ågatan 55;58222;Linköping;SE;8
Linköping Konsert & Kongress;Linköping Konsert och Kongress;Konsistoriegatan 7;58222;Linköping;SE;2
Scandic Frimurarehotellet;;St Larsgatan 14;58224;Linköping;SE;4
Föreningshuset Fontänen;;Västra vägen 32;58228;Linköping;SE;4
Domkyrkan;;Sankt Persgatan;58228;Linköping;SE;7
Tidstorpet i Gamla Linköping;;Tidstorpet;58246;Linköping;SE;5
Saab Arena;;Gumpekullavägen 1;58278;Linköping;SE;6
Sankt Markus kyrka;;Parasisgatan;58327;Linköping;SE;7
Nya Munken;;Skogslyckegatan 1G;58726;Linköping;SE;4
Landeryds Hembygdspark;;Hembygdsvägen;58951;Linköping;SE;5
Kisa Kyrka;;Ulrikagatan 3;59036;Kisa;SE;7
Kisa hembygdsgård;;Enebygatan 29;59038;Kisa;SE;5
Örsebo Sörgården, Svalsjö;;Örsebo Sörgården;59039;Kisa;SE;5
Galgbacken MK;;Åstorpsgatan 2B;59049;Vikingstad;SE;4
Restaurang Sjöbris;;Repslagaregatan 1;59130;Motala;SE;10
Stora Torget Motala;;Stora Torget;59130;Motala;SE;5
Lokverkstan;;Verkstadsvägen 109;59160;Motala;SE;5
Klockrike Kyrka;;Klockrike kyrka;59178;Klockrike;SE;7
Vadstena Slott;;Hamngatan 4;59230;Vadstena;SE;5
Vadstena Gamla Teater;;Klostergatan 7;59230;Vadstena;SE;8
Borggården på Vadstena Slott;;Hamngatan 4;59230;Vadstena;SE;5
Shakespearefabriken;;Ullevi 101;59291;Vadstena;SE;8
Stadshotellet;;Storgatan 3;59330;Västervik;SE;4
Teaterskeppet;;Esplanaden 11a;59331;Västervik;SE;4
Bryggaren Kulturscen;;Spötorget 1;59333;Västervik;SE;4
Stegeholms Slottsruin;;Slottsholmsvägen;59338;Västervik;SE;5
Lögarebergen;;Lögarebergen;59338;Västervik;SE;5
Västerviks Museum - Utomhusscen;;Kulbacken 1;59338;Västervik;SE;5
Magiska teatern;;Fårhult Oskarsborg;59396;Västervik;SE;4
Gamleby Folkpark;;Loftagatan;59431;Gamleby;SE;5
Gamleby folkhögskola;;Loftagatan 36;59432;Gamleby;SE;4
Gamleby Folkpark;;Loftgatan;59432;VÄSTERVIK;SE;5
Mjölby Kulturscen;;Lagmansgatan 34;59552;Mjölby;SE;4
Boxholm Folkets Park;;Folkets Park;59570;Boxholm;SE;5
Tullportsteatern;;Drottninggatan 23;59836;Vimmerby;SE;8
Hotell Ronja;;Stora Mässhallsgatan 16;59840;Vimmerby;SE;4
Hugo Nattklubb;;Slottsgatan 116;60220;Norrköping;SE;3
Arbis Bar & Salonger;Arbis Bar och Salonger;Bredgatan 54;60221;Norrköping;SE;4
Götaparken;;Slottsgatan 118;60222;Norrköping;SE;5
Färgargården;;Värdshusgatan 8;60233;Norrköping;SE;10
Borgen;;Folkborgsvägen 22;60380;Norrköping;SE;4
Skrikhult;;Skrikhult;60570;Svärtinge;SE;5
Sörmlands Museum;;Tolagsgatan 8;61131;Nyköping;SE;4
Hamnplan;;Gert Fredrikssonsväg;61135;Nyköping;SE;5
Hjortensbergskyrkan;;Runebergsgatan 51;61137;Nyköping;SE;7
Fåfängans Trädgårdscafé;Fåfängans Trädgårdscafe;Fåfängan;61139;Nyköping;SE;5
Rosvalla A-hallen;;Idrottsvägen;61162;Nyköping;SE;6
Vibäck10 Skärgårdsscenen;;Vibäck 1;61195;Nyköping;SE;5
Oppeby Säteri;;Oppeby Säteri;61199;Tystberga;SE;5
Björklidens Festplats;;Getryggen;61274;Grytgöl;SE;5
St Botvids kyrka;;Kyrkogatan 12;61330;Oxelösund;SE;7
Söderköpings Brunn;;Skönbergagatan 35;61430;Söderköping;SE;5
Gryts Skärgårdscafe;;Rågeterdalsvägen 5;61596;Gryt;SE;5
Rodga Säteri;;Rodga Säteri;61691;Åby;SE;10
Säveskolans aula;;Säves väg 10;62146;Visby;SE;4
Wisbygymnasiets Aula;;Säves väg 10;62146;Visby;SE;4
Ica Maxi Arena;;Idrottsgatan 4;62150;Visby;SE;6
Wisby Strand;;Strandvägen 4;62155;Visby;SE;2
Gotlands Museum;;Strandgatan 14;62155;Visby;SE;4
Helge And;;Norra Kyrkogatan 3C;62155;Visby;SE;5
Sankt Clemens;;Sankt Klemensgatan 6;62155;Visby;SE;5
Sankt Görans kyrkoruin;;Munkstigen 10;62155;Visby;SE;5
Sankt Olofs kyrkoruin;;Sankt Olofs gränd 6;62155;Visby;SE;5
St. Nicolai kyrkoruin;;Smedjegatan 19;62155;Visby;SE;5
Strandgärdet Visby;;Lasarettsgatan 3;62155;Visby;SE;5
Visby Domkyrka;;Visby Domkyrka;62156;Visby;SE;7
Sankt Lars;;Sankt Lars gränd;62156;Visby;SE;5
Sankta Karin;;Stora Torget 2;62156;Visby;SE;5
Teatern, Strand Hotel;;Strandgatan 34;62156;Visby;SE;8
Almedalen;;Birgers gränd 7;62156;Visby;SE;5
Bryggarsalen;;Mellangatan 54;62156;Visby;SE;4
Kallis;;Strandgatan 2;62157;Visby;SE;3
Wisby Hof;Wisbyhof;Adelsgatan 2;62157;Visby;SE;10
Joda Bar & Kök;Joda Bar och Kök;Skeppsbron 24;62157;Visby;SE;10
Joda Bar & Kök (Innergården);Joda Bar och Kök (Innergården);Skeppsbron 24;62157;Visby;SE;5
Donners event;;Mellangatan 9;62157;VIsby;SE;4
Clarion Hotel Wisby;;Strandgatan 6;62157;Visby;SE;4
Vårdklockans Kyrka;;Adelsgatan 43;62157;Visby;SE;7
Hop Shed Brew Pub;;Broväg 119;62173;Visby;SE;10
Endre Pulkabacke (vid kyrkan);;;62177;Endre;SE;5
Källunge Gård;;KÄLLUNGE SKÄLLHORNS 158;62179;Visby;SE;5
Ammorlunda Gård;;Västergarn Ammor 166;62230;Gotlands Tofta;SE;4
Stelor;;Västergarn Stelor 117;62230;Gotlands Tofta;SE;4
Dalhem kyrka;;Dalhem prästgården 503;62256;Dalhem;SE;7
Kneippbyn;;Kneippbyn 15;62261;Visby;SE;5
Fårö Kyrka;;Fårö Svens 1075;62266;Fårö;SE;7
Tofta Beach Club;;Tofta 362;62266;Gotlands Tofta;SE;5
Grå Gåsen;;Hoburgsvägen 3;62335;Burgsvik;SE;5
Guldkaggen;;Burgsviks hamn 4;62335;Burgsvik;SE;10
Kattlunds museigård;;Grötlingbo;62338;Havdhem;SE;5
Lagerlingen;;Grötlingbo;62341;Havdhem;SE;5
Närsakarscenen;;Hammaren i När;62348;Stånga;SE;5
Gangvidefarm;;När Gangvide 503;62348;Stånga;SE;5
Hemsegården;;Jakob Gråbergsplats 4;62350;Hemse;SE;4
Pensionat Lövängen;;Storvägen 64;62365;Ljugarn;SE;5
Ardre Bygdegård;;ARDRE ANNEX 322;62366;Ljugarn;SE;5
Gammelgarns kyrka;;Gammelgarns kyrka;62367;Katthammarsvik;SE;7
Sanda Kyrka;;Sanda;62379;Sanda;SE;7
Stenkyrka Folketshus;;Stenkyrka Stenstugu 405;62442;Tingstäde;SE;4
Slite teater;;Torget 5;62448;Slite;SE;8
Hide Kulturbrott;;Hide Kulturbrott;62450;Lärbro;SE;5
Kappelshamns Veranda;;Kappelshamn Flenvikevägen 59;62455;Lärbro;SE;5
Bläse Kalkbruksmuseum;;Fleringe Bläse 325;62460;Lärbro;SE;5
Bungemuseet;;Bunge Annex 140;62464;Fårösund;SE;4
Bergmancenter;;Fårö Svens 1118;62466;Fårö;SE;4
Dämbabion;;Fårö Dämba 2080;62466;Fårö;SE;4
Svarta Fåret;;Fårö Broa 2004;62466;Fårö;SE;4
Stora Gåsemora gård;;Fårö Stora Gasmora 4200;62467;Fårö;SE;5
Sudersand Resort;;Fårö Sudersand 5650;62467;Fårö;SE;5
Sudersandsbiografen;;Fårö Sudersand 5609;62467;Fårö;SE;4
Eskilstuna Teater;;J A Selanders gata 5;63218;Eskilstuna;SE;8
Strömsholmen;;Hamngatan 15;63218;Eskilstuna;SE;5
BIFF GRILL & BAR;BIFF GRILL och BAR;CARELIIGATAN 2;63218;ESKILSTUNA;SE;10
Eskilstuna Ölkultur;;Faktorigatan 1;63220;Eskilstuna;SE;10
Rademachersmedjorna;;Rademachergatan 48-50;63220;Eskilstuna;SE;5
Biografbaren;;Järntorget 2;63220;Eskilstuna;SE;10
Royal Eskilstuna;;Järntorget 2;63227;Eskilstuna;SE;4
Lagersbergs Säteri;;Lagersbergs Säteri 3;63239;Eskilstuna;SE;4
Lokomotivet;;Verkstadsgatan 8;63342;Eskilstuna;SE;4
Klosters kyrka;;Strandgatan 20;63343;Eskilstuna;SE;7
Skensta Theater;;Skensta gård;63345;Eskilstuna;SE;8
Sörmlandsgården;;Östermalm 2;63362;Eskilstuna;SE;4
Sundbyholm;;Sundbyholm Travbana;63508;Eskilstuna;SE;5
Sundbyholms Slott;;Sundbyholms Slott;63508;Eskilstuna;SE;5
Mary´s Café Barbecue;Mary´s Cafe Barbecue;Åkerbyvägen 2;63509;Eskilstuna;SE;10
Tallåsaulan;;Läroverksgatan 1;64136;Katrineholm;SE;4
Jones antikvariat;;Spetebyhall 2;64162;Valla;SE;4
Skansenmuseet, Julita Gård;;Julita Gård;64191;Julita;SE;4
Vingåkers Folketspark;;Vikingavägen 38;64333;Vingåker;SE;5
Ugglas Park;;Storgatan 29;64531;Strängnäs;SE;5
Multeum;;Eskilstunavägen 2;64533;Strängnäs;SE;4
Mälsåker Slott;;Gula Industrihuset;64561;Stallarholmen;SE;5
Skottvångs Gruva;;Skottvångs Gruva;64792;Mariefred;SE;5
Kolhusteatern;;Bruksallén;64831;Hälleforsnäs;SE;8
Barbros brygga;;Tynäsgatan 12;65216;Karlstad;SE;5
Folkteatern Järnet;;Verkstadsgatan 1;65219;Karlstad;SE;8
Nöjesfabriken;;Karlagatan 42;65223;Karlstad;SE;6
Värmlands Museum;;Västra torggatan 31;65224;Karlstad;SE;4
Arenan;;Västra Torggatan 26;65224;Karlstad;SE;8
Scandic Winn;;Norra Strandgatan 9;65224;Karlstad;SE;4
Scalateatern;;Västra Torggatan 1;65225;Karlstad;SE;8
Mariebergsskogen;;Treffenbergsvägen 6;65229;Karlstad;SE;5
Wermland Opera, Lilla scen;;Älvgatan 49;65230;Karlstad;SE;1
BUTTON TOWN CAFÉ;BUTTON TOWN CAFe;KNAPPSTAD 515;65342;Karlstad;SE;5
Sundstaaulan;;Sävegatan 7;65463;Karlstad;SE;4
Sundsta idrottshus;;Drottning Kristinas Väg 3;65463;Karlstad;SE;4
